Species,fixerCH,fixer,num_introduced,total_area_introduced,total_area_native,lat_native,abs_lat_native,annual,uses_num_uses,mah_state,soud_state,ConsensusTOTAL
Laburnum_anagyroides,TRUE,2,27,2.41E+13,2.05E+12,34.85868258,34.85868258,0,2,AM,AM,AM
Lathyrus_aphaca,TRUE,2,8,1.12E+13,2.75E+13,39.11839808,39.11839808,1,5,AM,NA,AM
Lathyrus_japonicus,TRUE,2,0,0,2.98E+13,50.22068001,50.22068001,0,4,AM,AM,AM
Lathyrus_linifolius,TRUE,2,1,1.15E+11,6.98E+12,46.72624927,46.72624927,0,2,AM,NA,AM
Lathyrus_niger,TRUE,2,2,3.46E+11,1.52E+13,44.88183931,44.88183931,0,4,AMNM,AM,AM
Lathyrus_odoratus,TRUE,2,41,6.38E+13,4.13E+11,27.90132043,27.90132043,1,3,AM,AM,AM
Lathyrus_palustris,TRUE,2,0,0,3.77E+13,43.83747701,43.83747701,0,1,NA,AM,AM
Lathyrus_pratensis,TRUE,2,8,1.69E+13,4.00E+13,42.09266119,42.09266119,0,3,AMNM,AM,AM
Lathyrus_sativus,TRUE,2,36,5.41E+13,1.07E+12,-6.77941557,6.77941557,1,7,AM,AM,AM
Lathyrus_sylvestris,TRUE,2,5,3.16E+12,1.73E+13,48.14780215,48.14780215,0,4,AM,NA,AM
Lathyrus_tuberosus,TRUE,2,9,1.62E+12,2.67E+13,47.50736618,47.50736618,0,5,AM,AM,AM
Lathyrus_vernus,TRUE,2,2,2.98E+11,2.23E+13,47.59715532,47.59715532,0,3,AM,AM,AM
Lens_culinaris,TRUE,2,43,2.78E+13,1.65E+13,20.36272679,20.36272679,0,4,AM,AM,AM
Lespedeza_bicolor,TRUE,2,9,8.25E+12,1.54E+13,39.58768972,39.58768972,0,3,AM,AM,AM
Lespedeza_buergeri,TRUE,2,0,0,2.49E+12,31.50999674,31.50999674,0,2,NA,AM,AM
Lespedeza_capitata,TRUE,2,0,0,1.73E+13,53.69834215,53.69834215,0,0,AM,AM,AM
Lespedeza_cyrtobotrya,TRUE,2,2,8.17E+12,3.08E+12,33.79614164,33.79614164,0,3,NA,AM,AM
Lespedeza_juncea,TRUE,2,6,1.09E+13,3.14E+13,22.49597644,22.49597644,0,4,NA,AM,AM
Leucaena_diversifolia,TRUE,2,5,2.49E+12,2.37E+12,19.32307644,19.32307644,0,2,AM,NA,AM
Leucaena_leucocephala,TRUE,2,73,5.54E+13,2.10E+12,21.01115209,21.01115209,0,9,AM,AM,AM
Leucaena_retusa,TRUE,2,1,1.12E+11,1.07E+12,25.78519056,25.78519056,0,0,AM,NA,AM
Leucaena_trichodes,TRUE,2,0,0,3.71E+12,5.67378507,5.67378507,0,3,AM,NA,AM
Lonchocarpus_muehlbergianus,TRUE,2,0,0,1.19E+11,-28.28926893,28.28926893,0,0,NA,AM,AM
Lotus_corniculatus,TRUE,2,9,2.11E+13,5.04E+13,37.14945239,37.14945239,0,3,AMNM,AM,AM
Lotus_halophilus,TRUE,2,0,0,5.82E+12,36.74453944,36.74453944,1,0,NA,AM,AM
Lotus_ornithopodioides,TRUE,2,1,7.94E+12,9.03E+12,39.13045918,39.13045918,1,1,NA,non-mycorrhizal (checked for all types),NM
Lotus_pedunculatus,TRUE,2,15,2.50E+13,1.09E+13,44.99702249,44.99702249,0,2,AM,AM,AM
Lupinus_albus,TRUE,2,23,3.77E+13,1.31E+12,39.45133558,39.45133558,1,6,NM,NA,NM
Lupinus_angustifolius,TRUE,2,23,3.15E+13,8.20E+12,37.55619092,37.55619092,1,8,AMNM,NA,AM
Lupinus_arcticus,TRUE,2,0,0,2.16E+13,56.485098,56.485098,0,0,NM,non-mycorrhizal (checked for all types),NM
Lupinus_argenteus,TRUE,2,0,0,3.65E+12,41.40478753,41.40478753,0,0,NA,AM,AM
Lupinus_luteus,TRUE,2,21,3.32E+13,7.18E+11,23.59231907,23.59231907,1,5,AMNM,AM,AM
Lupinus_mutabilis,TRUE,2,5,7.12E+12,3.89E+12,-7.15188118,7.15188118,0,3,AM,AM,AM
Lupinus_polyphyllus,TRUE,2,13,3.01E+13,6.85E+12,48.85857516,48.85857516,0,3,AMNM,AM,AM
Maackia_amurensis,TRUE,2,6,1.45E+13,8.96E+12,46.95941412,46.95941412,0,3,AMNM,AM,AM
Macrolobium_acaciifolium,FALSE,1,0,0,7.42E+12,-2.42186215,2.42186215,0,0,NA,AM,AM
Macrolobium_bifolium,FALSE,1,0,0,4.06E+12,-7.14890211,7.14890211,0,0,AM,AM,AM
Macroptilium_atropurpureum,TRUE,2,22,1.28E+13,1.06E+13,9.75409644,9.75409644,0,4,AM,AM,AM
Macroptilium_lathyroides,TRUE,2,28,2.04E+13,5.39E+12,6.47875062,6.47875062,0,3,NA,AM,AM
Macrotyloma_uniflorum,TRUE,2,2,2.27E+12,3.34E+13,12.96417812,12.96417812,0,4,AM,AM,AM
Medicago_littoralis,TRUE,2,1,3.51E+12,8.61E+12,38.82049421,38.82049421,1,1,AM,AM,AM
Medicago_lupulina,TRUE,2,25,5.66E+13,5.28E+13,36.30563226,36.30563226,0,3,AM,AM,AM
Medicago_marina,TRUE,2,0,0,8.90E+12,38.13796149,38.13796149,0,0,AM,AM,AM
Medicago_medicaginoides,TRUE,2,0,0,1.07E+13,43.29148654,43.29148654,1,2,NA,AM,AM
Medicago_minima,TRUE,2,12,1.05E+13,4.22E+13,39.98875157,39.98875157,0,2,AM,AM,AM
Medicago_polymorpha,TRUE,2,30,4.38E+13,1.61E+13,35.90556071,35.90556071,0,5,AM,AM,AM
Medicago_sativa,TRUE,2,51,1.04E+14,2.51E+12,13.71384711,13.71384711,0,6,AM,AM,AM
Melilotus_albus,TRUE,2,22,3.62E+13,4.10E+13,38.37683966,38.37683966,0,5,AM,AM,AM
Melilotus_dentatus,TRUE,2,4,9.73E+12,2.20E+13,49.51832289,49.51832289,0,2,NA,AM,AM
Melilotus_indicus,TRUE,2,29,4.92E+13,2.52E+13,29.40293849,29.40293849,1,5,AM,AM,AM
Melilotus_officinalis,TRUE,2,19,4.30E+13,2.59E+13,45.88771339,45.88771339,0,6,AM,AM,AM
Microberlinia_bisulcata,FALSE,1,0,0,4.65E+11,5.68579633,5.68579633,0,0,EM,EcM,EM
Mimosa_pudica,TRUE,2,50,3.07E+13,1.61E+13,9.32751251,9.32751251,0,6,AM,AM,AM
Mimosa_quadrivalvis,TRUE,2,4,1.29E+12,2.14E+13,11.98397195,11.98397195,0,0,AM,AM,AM
Mora_excelsa,FALSE,1,0,0,1.27E+12,8.42997176,8.42997176,0,1,AM,AM,AM
Mundulea_sericea,TRUE,2,2,2.12E+12,2.07E+13,3.32137047,3.32137047,0,3,NA,AM,AM
Olneya_tesota,TRUE,2,0,0,7.68E+11,27.58193304,27.58193304,0,0,AM,AM,AM
Onobrychis_arenaria,TRUE,2,0,0,4.78E+12,43.70029865,43.70029865,0,0,AM,AM,AM
Onobrychis_viciifolia,TRUE,2,21,3.34E+13,1.89E+12,46.66104323,46.66104323,0,2,AM,AM,AM
Ononis_natrix,TRUE,2,1,9.37E+12,1.07E+13,36.93878911,36.93878911,0,1,AM,NA,AM
Ononis_serrata,TRUE,2,1,5.39E+11,1.17E+13,35.37832272,35.37832272,1,1,NA,AM,AM
Ormocarpum_kirkii,TRUE,2,0,0,1.00E+13,-13.23042315,13.23042315,0,0,NA,AM,AM
Ormosia_coccinea,TRUE,2,0,0,6.78E+12,2.93662495,2.93662495,0,0,AM,AM,AM
Ormosia_krugii,TRUE,2,0,0,87369927785,17.19296761,17.19296761,0,0,NA,AM,AM
Ormosia_semicastrata,TRUE,2,0,0,1.12E+12,22.80529782,22.80529782,0,0,NA,AM,AM
Ornithopus_compressus,TRUE,2,4,1.83E+13,7.57E+12,37.85351828,37.85351828,1,3,AM,NA,AM
Ornithopus_sativus,TRUE,2,13,2.37E+13,3.97E+12,25.8039385,25.8039385,0,3,NA,AM,AM
Oxylobium_ellipticum,TRUE,2,0,0,1.10E+12,-37.5996607,37.5996607,0,0,NA,EcM,EM
Oxytropis_campestris,TRUE,2,0,0,2.98E+13,53.64333813,53.64333813,0,2,NA,AM,AM
Oxytropis_sericea,TRUE,2,0,0,3.42E+12,39.27623486,39.27623486,0,0,NA,non-mycorrhizal (checked for all types),NM
Oxytropis_splendens,TRUE,2,0,0,1.63E+12,42.94065744,42.94065744,0,0,NA,AM,AM
Pachyrhizus_erosus,TRUE,2,55,2.91E+13,1.33E+12,8.73780415,8.73780415,0,7,NA,AM,AM
Parapiptadenia_rigida,TRUE,2,1,2.67E+12,1.51E+12,-27.44343513,27.44343513,0,0,AM,AM,AM
Parkia_speciosa,FALSE,1,0,0,4.40E+12,2.83988351,2.83988351,0,3,AM,AM,AM
Parkinsonia_aculeata,FALSE,1,26,4.25E+13,1.76E+13,10.47457552,10.47457552,0,6,AM,AM,AM
Peltogyne_venosa,FALSE,1,0,0,4.99E+12,-2.5896768,2.5896768,0,1,NA,AM,AM
Peltophorum_dubium,FALSE,1,6,3.80E+12,1.18E+13,-24.58551684,24.58551684,0,3,AMNM,AM,AM
Peltophorum_pterocarpum,FALSE,1,32,2.00E+13,8.83E+12,2.53227517,2.53227517,0,7,NA,AM,AM
Pentaclethra_macroloba,TRUE,2,1,390727008.7,7.41E+12,7.52987291,7.52987291,0,4,AM,AM,AM
Phaseolus_coccineus,TRUE,2,31,3.74E+13,3.57E+12,30.44236219,30.44236219,0,3,AM,NA,AM
Phaseolus_lunatus,TRUE,2,46,4.08E+13,2.72E+11,9.90592018,9.90592018,0,5,AM,AM,AM
Phaseolus_vulgaris,TRUE,2,49,4.89E+13,2.93E+12,10.51720157,10.51720157,1,3,AM,AM,AM
Pisum_sativum,TRUE,2,51,7.90E+13,1.23E+13,32.8836943,32.8836943,0,3,AM,AM,AM
Pithecellobium_dulce,TRUE,2,39,2.58E+13,1.71E+13,8.79750942,8.79750942,0,6,NA,AM,AM
Platycyamus_regnellii,TRUE,2,0,0,6.04E+11,-17.33272236,17.33272236,0,0,AM,AM,AM
Platylobium_formosum,TRUE,2,0,0,2.83E+12,-34.37660906,34.37660906,0,0,NA,EcM,EM
Platylobium_obtusangulum,TRUE,2,0,0,1.28E+12,-36.69836819,36.69836819,0,0,NA,AM,AM
Platypodium_elegans,TRUE,2,0,0,74530640236,8.50542914,8.50542914,0,0,AM,AM,AM
Podalyria_calyptrata,TRUE,2,1,2.67E+12,2.67E+12,-25.48651667,25.48651667,0,1,NA,AM,AM
Podalyria_sericea,TRUE,2,2,1.17E+11,2.67E+12,-25.48651667,25.48651667,0,1,NA,AM,AM
Poecilanthe_parviflora,TRUE,2,0,0,1.14E+13,-25.26021124,25.26021124,0,0,AM,AM,AM
Prosopis_articulata,TRUE,2,0,0,3.61E+11,26.71389106,26.71389106,0,0,AM,AM,AM
Prosopis_cineraria,TRUE,2,2,2.25E+12,8.10E+12,25.71605681,25.71605681,0,8,AM,AM,AM
Prosopis_glandulosa,TRUE,2,13,2.34E+13,2.67E+12,27.34254024,27.34254024,0,4,AM,AM,AM
Prosopis_juliflora,TRUE,2,31,2.91E+13,1.45E+13,18.92656963,18.92656963,0,3,AM,AM,AM
Prosopis_laevigata,TRUE,2,0,0,3.42E+12,6.63149697,6.63149697,0,2,AM,AM,AM
Prosopis_nigra,TRUE,2,0,0,4.44E+12,-28.89789088,28.89789088,0,1,NA,AM,AM
Prosopis_pallida,TRUE,2,4,1.08E+13,4.05E+11,-6.66875068,6.66875068,0,4,NA,AM,AM
Psophocarpus_tetragonolobus,TRUE,2,22,2.66E+13,1.05E+12,-2.59999035,2.59999035,0,4,NA,AM,AM
Psorothamnus_schottii,TRUE,2,0,0,7.02E+11,36.03278011,36.03278011,0,0,NA,AM,AM
Psorothamnus_spinosus,TRUE,2,0,0,2.95E+12,30.48892593,30.48892593,0,0,NA,AM,AM
Pterocarpus_macrocarpus,TRUE,2,4,8.04E+12,4.59E+12,19.7136982,19.7136982,0,2,NA,AM,AM
Pterocarpus_officinalis,TRUE,2,0,0,4.79E+12,5.78049149,5.78049149,0,0,NA,AM,AM
Pterocarpus_rohrii,TRUE,2,0,0,1.44E+13,2.23793588,2.23793588,0,2,NA,AM,AM
Pterodon_emarginatus,FALSE,1,0,0,4.66E+12,-3.96193951,3.96193951,0,4,NA,AM,AM
Pterogyne_nitens,FALSE,1,1,8.24E+11,1.05E+13,-18.33684594,18.33684594,0,2,AM,AM,AM
Pueraria_montana,TRUE,2,11,4.68E+12,9.76E+12,1.22280551,1.22280551,0,7,NA,AM,AM
Pueraria_phaseoloides,TRUE,2,25,1.67E+13,8.37E+12,7.92125254,7.92125254,0,6,AM,AM,AM
Pultenaea_daphnoides,TRUE,2,1,1.15E+11,3.81E+12,-34.81475557,34.81475557,0,0,NA,AM,AM
Pultenaea_scabra,TRUE,2,0,0,2.01E+12,-31.74043124,31.74043124,0,0,NA,EcM,EM
Retama_sphaerocarpa,TRUE,2,2,2.89E+12,3.46E+12,34.66170169,34.66170169,0,0,NA,AM,AM
Rhynchosia_minima,TRUE,2,1,16858731371,5.91E+13,9.98521864,9.98521864,0,3,AM,NA,AM
Robinia_hispida,TRUE,2,11,6.75E+12,2.46E+12,34.64423126,34.64423126,0,1,NA,AM,AM
Schizolobium_parahyba,FALSE,1,10,1.10E+13,9.85E+12,3.499745,3.499745,0,2,AM,AM,AM
Scorodophloeus_zenkeri,FALSE,1,0,0,4.29E+12,-1.38545019,1.38545019,0,0,AM,AM,AM
Scorpiurus_muricatus,TRUE,2,2,2.68E+11,1.56E+13,33.31893815,33.31893815,1,1,AM,AM,AM
Securigera_securidaca,TRUE,2,4,9.75E+12,5.56E+12,38.73265964,38.73265964,1,3,NA,AM,AM
Securigera_varia,TRUE,2,15,2.99E+13,1.83E+13,46.56016777,46.56016777,0,5,NA,AM,AM
Senna_obtusifolia,FALSE,1,20,3.75E+13,2.06E+12,0.53922465,0.53922465,0,5,NA,AM,AM
Senna_occidentalis,FALSE,1,48,3.02E+13,2.75E+13,7.58692452,7.58692452,0,6,NA,AM,AM
Senna_reticulata,FALSE,1,0,0,1.42E+13,6.82754923,6.82754923,0,0,AM,AM,AM
Senna_surattensis,FALSE,1,27,8.97E+12,1.71E+13,10.44699464,10.44699464,0,3,NA,AM,AM
Sesbania_cannabina,TRUE,2,9,6.67E+12,1.03E+13,5.43986796,5.43986796,0,4,NA,AM,AM
Sesbania_grandiflora,TRUE,2,39,1.75E+13,2.38E+12,0.28125397,0.28125397,0,8,AM,AM,AM
Sesbania_punicea,TRUE,2,9,5.33E+12,2.78E+12,-35.37667204,35.37667204,0,3,AM,AM,AM
Sesbania_sesban,TRUE,2,11,9.75E+12,4.17E+13,12.35948341,12.35948341,0,7,AM,AM,AM
Sindora_siamensis,FALSE,1,0,0,4.17E+12,6.40517089,6.40517089,0,4,NA,AM,AM
Sophora_chrysophylla,TRUE,2,0,0,16858731371,20.26898313,20.26898313,0,0,AM,AM,AM
Sophora_davidii,TRUE,2,2,3.25E+12,3.55E+12,31.09521025,31.09521025,0,1,NA,AM,AM
Sophora_tomentosa,TRUE,2,2,3.58E+12,2.64E+13,7.72459812,7.72459812,0,5,NA,AM,AM
Spartium_junceum,TRUE,2,31,2.92E+13,7.56E+12,34.98405536,34.98405536,0,8,AM,AM,AM
Strophostyles_umbellata,TRUE,2,0,0,3.00E+12,35.10328538,35.10328538,0,0,AM,AM,AM
Stryphnodendron_guianense,TRUE,2,0,0,1.22E+13,-5.73342057,5.73342057,0,0,NA,AM,AM
Stylosanthes_fruticosa,TRUE,2,0,0,2.70E+13,1.12232498,1.12232498,0,2,NA,AM,AM
Stylosanthes_guianensis,TRUE,2,23,1.91E+13,5.22E+12,1.48378641,1.48378641,0,2,AM,AM,AM
Stylosanthes_humilis,TRUE,2,14,1.26E+13,3.84E+12,7.096008,7.096008,0,2,NA,AM,AM
Swainsona_phacoides,TRUE,2,0,0,7.62E+12,-25.55398159,25.55398159,0,1,AM,AM,AM
Swartzia_laevicarpa,TRUE,2,0,0,6.80E+12,-0.12535957,0.12535957,0,0,NA,AM,AM
Tachigali_paniculata,TRUE,2,0,0,7.54E+12,-5.65232358,5.65232358,0,0,NA,AM,AM
Tamarindus_indica,FALSE,1,49,4.37E+13,2.04E+13,1.38937214,1.38937214,0,8,AM,AM,AM
Tephrosia_villosa,TRUE,2,0,0,2.57E+13,10.39529783,10.39529783,0,4,NA,AM,AM
Teramnus_labialis,TRUE,2,2,19932606876,3.42E+13,7.29291127,7.29291127,0,2,NA,AM,AM
Tetraberlinia_bifoliolata,FALSE,1,0,0,4.67E+12,-4.66147095,4.66147095,0,1,EM,EcM,EM
Tetraberlinia_moreliana,FALSE,1,0,0,7.25E+11,3.43820774,3.43820774,0,1,EM,EcM,EM
Thermopsis_lanceolata,TRUE,2,0,0,5.52E+12,39.67495457,39.67495457,0,3,AM,AM,AM
Tipuana_tipu,TRUE,2,11,1.49E+13,1.32E+12,-20.5262858,20.5262858,0,6,AM,AM,AM
Trifolium_alexandrinum,TRUE,2,25,2.98E+13,1.31E+11,-7.28863437,7.28863437,1,3,AM,AM,AM
Trifolium_alpestre,TRUE,2,1,45978014489,1.28E+13,47.2663545,47.2663545,0,1,AMNM,AM,AM
Trifolium_ambiguum,TRUE,2,2,9.19E+11,8.60E+12,45.89829828,45.89829828,0,1,AM,AM,AM
Trifolium_angustifolium,TRUE,2,9,8.58E+12,1.11E+13,37.51986559,37.51986559,1,1,NA,AM,AM
Trifolium_arvense,TRUE,2,13,1.37E+13,3.88E+13,42.63744678,42.63744678,1,3,AM,AM,AM
Trifolium_aureum,TRUE,2,7,1.05E+12,2.26E+13,46.74245057,46.74245057,0,3,AM,AM,AM
Trifolium_badium,TRUE,2,0,0,8.85E+12,45.80414434,45.80414434,0,0,AM,NA,AM
Trifolium_campestre,TRUE,2,20,4.09E+13,3.56E+13,40.42564479,40.42564479,1,3,AM,non-mycorrhizal (checked for all types),AM
Trifolium_dasyphyllum,TRUE,2,0,0,1.44E+12,41.19535332,41.19535332,0,0,NA,non-mycorrhizal (checked for all types),NM
Trifolium_dubium,TRUE,2,33,4.03E+13,1.30E+13,42.81116957,42.81116957,1,2,AM,AM,AM
Trifolium_fragiferum,TRUE,2,7,2.39E+13,3.47E+13,39.85261222,39.85261222,0,4,AMNM,AM,AM
Trifolium_glomeratum,TRUE,2,12,1.41E+13,8.45E+12,39.12665103,39.12665103,0,2,AM,AM,AM
Trifolium_hybridum,TRUE,2,29,4.15E+13,2.73E+13,46.91618491,46.91618491,0,3,AMNM,AM,AM
Trifolium_incarnatum,TRUE,2,28,3.16E+13,5.03E+12,45.14121498,45.14121498,1,2,AM,NA,AM
Trifolium_lupinaster,TRUE,2,0,0,2.44E+13,46.12719621,46.12719621,0,2,AM,AM,AM
Trifolium_medium,TRUE,2,4,1.22E+13,2.71E+13,49.85661054,49.85661054,0,3,AM,AM,AM
Trifolium_polyphyllum,FALSE,1,0,0,5.45E+12,47.27798575,47.27798575,0,1,NA,AM,AM
Trifolium_pratense,TRUE,2,27,5.84E+13,3.82E+13,40.12460519,40.12460519,0,7,AMNM,AM,AM
Trifolium_repens,TRUE,2,39,6.31E+13,4.12E+13,41.5648251,41.5648251,0,8,AM,AM,AM
Trifolium_resupinatum,TRUE,2,16,1.54E+13,1.21E+13,39.56886028,39.56886028,1,4,AMNM,AM,AM
Trifolium_spadiceum,TRUE,2,0,0,2.39E+13,51.43231786,51.43231786,0,2,AM,AM,AM
Trifolium_stellatum,TRUE,2,3,4.04E+12,1.06E+13,37.70347598,37.70347598,1,2,NA,non-mycorrhizal (checked for all types),NM
Trifolium_subterraneum,TRUE,2,13,1.47E+13,1.11E+13,39.58268284,39.58268284,1,2,AMNM,AM,AM
Tripodion_tetraphyllum,TRUE,2,0,0,8.38E+12,37.97305081,37.97305081,1,0,NA,AM,AM
Ulex_europaeus,TRUE,2,40,5.40E+13,2.25E+12,37.52703143,37.52703143,0,6,AM,AM,AM
Ulex_gallii,TRUE,2,0,0,1.33E+12,50.37284987,50.37284987,0,0,NA,non-mycorrhizal (checked for all types),NM
Vicia_americana,TRUE,2,0,0,5.92E+12,33.80589323,33.80589323,0,0,NA,AM,AM
Vicia_cassubica,TRUE,2,0,0,1.23E+13,47.25878122,47.25878122,0,1,AMNM,NA,AM
Vicia_cracca,TRUE,2,9,1.02E+13,4.17E+13,45.91831254,45.91831254,0,5,AM,AM,AM
Vicia_faba,TRUE,2,45,9.45E+13,2.84E+11,-25.65537016,25.65537016,1,4,AM,AM,AM
Vicia_hirsuta,TRUE,2,16,1.30E+13,4.23E+13,36.75835276,36.75835276,0,4,AM,AM,AM
Vicia_sativa,TRUE,2,39,5.16E+13,1.87E+13,33.47215976,33.47215976,0,4,AM,AM,AM
Vicia_sepium,TRUE,2,3,5.70E+11,2.53E+13,46.57728502,46.57728502,0,5,AM,AM,AM
Vicia_tenuifolia,TRUE,2,3,2.84E+11,3.04E+13,42.96808331,42.96808331,0,3,AM,AM,AM
Vicia_tetrasperma,TRUE,2,11,8.55E+12,3.74E+13,42.2437501,42.2437501,0,2,AM,AM,AM
Vicia_villosa,TRUE,2,12,1.30E+13,2.92E+13,39.40769423,39.40769423,0,4,AM,AM,AM
Vigna_angularis,TRUE,2,11,5.00E+12,3.26E+11,16.65164518,16.65164518,1,2,NA,AM,AM
Vigna_luteola,TRUE,2,6,3.29E+12,2.49E+13,7.99001409,7.99001409,0,2,AM,AM,AM
Vigna_marina,TRUE,2,4,5763479656,8.32E+12,3.75145798,3.75145798,0,4,AM,AM,AM
Vigna_mungo,TRUE,2,16,1.98E+13,2.85E+12,6.94315476,6.94315476,1,3,AM,NA,AM
Vigna_radiata,TRUE,2,36,4.57E+13,6.34E+12,16.4143009,16.4143009,0,4,AM,AM,AM
Vigna_trilobata,TRUE,2,6,5.04E+12,1.94E+13,19.17627597,19.17627597,0,3,NA,AM,AM
Vigna_unguiculata,TRUE,2,30,1.88E+13,2.09E+13,0.09107861,0.09107861,0,5,AM,AM,AM
Viminaria_juncea,TRUE,2,0,0,6.34E+12,-34.37260051,34.37260051,0,0,NA,AM,AM
Virgilia_oroboides,TRUE,2,8,1.24E+13,2.67E+12,-25.48651667,25.48651667,0,3,NA,AM,AM
Vouacapoua_americana,FALSE,1,0,0,3.50E+12,-1.30857869,1.30857869,0,0,NA,AM,AM
Wisteria_floribunda,TRUE,2,6,1.34E+13,3.71E+11,32.30508668,32.30508668,0,5,NA,AM,AM
Wisteria_sinensis,TRUE,2,24,8.57E+12,1.35E+12,29.23043211,29.23043211,0,5,AM,AM,AM
Xeroderris_stuhlmannii,TRUE,2,0,0,1.23E+13,-2.12954975,2.12954975,0,3,NA,AM,AM
