Phy,Counts
Oxytropis spicata,1534
Oxytropis splendens,1899
Oxytropis thomsonii,537
Oxytropis viscida,462
Pachecoa prismatica,35
Pachyrhizus ahipa,324
Pachyrhizus erosus,365
Pachyrhizus ferrugineus,1266
Pachyrhizus tuberosus,1271
Paramachaerium ormosioides,6
Parapiptadenia excelsa,1373
Parapiptadenia pterosperma,70
Parapiptadenia rigida,944
Paraserianthes lophantha,217
Parkia biglandulosa,965
Parkia decussata,1090
Parkia discolor,1745
Parkia filicoidea,941
Parkia gigantocarpa,946
Parkia igneiflora,941
Parkia multijuga,1083
Parkia nitida,1848
Parkia panurensis,960
Parkia pendula,2509
Parkia platycephala,980
Parkia speciosa,3125
Parkia timoriana,946
Parkia ulei,1087
Parkia velutina,1804
Parkinsonia aculeata,1250
Parkinsonia africana,7206
Parochetus communis,6236
Parryella filifolia,83
Pearsonia aristata,338
Pearsonia cajanifolia,12
Pearsonia grandifolia,434
Pearsonia mesopontica,12
Pearsonia metallifera,12
Pearsonia sessilifolia,143
Pediomelum subacaule,23
Peltogyne angustiflora,81
Peltogyne catingae,66
Peltogyne confertiflora,102
Peltogyne excelsa,1376
Peltogyne gracilipes,307
Peltogyne paniculata,2750
Peltogyne prancei,83
Peltogyne venosa,2653
Peltophorum africanum,800
Peltophorum dasyrrhachis,249
Peltophorum dubium,481
Peltophorum pterocarpum,270
Pentaclethra macroloba,201
Periandra coccinea,842
Periandra mediterranea,2834
Pericopsis angolensis,585
Pericopsis elata,1084
Pericopsis mooniana,82
Petalostylis labicheoides,5
Petteria ramentacea,22
Phaseolus acutifolius,11901
Phaseolus coccineus,12018
Phaseolus filiformis,12413
Phaseolus glabellus,11859
Phaseolus lunatus,12063
Phaseolus maculatus,14993
Phaseolus parvulus,12133
Phaseolus pedicellatus,11868
Phaseolus polystachios,11844
Phaseolus vulgaris,39996
Phyllodium elegans,30536
Phyllodium pulchellum,132
Phyllota barbata,831
Phyllota phylicoides,54
Phyllota pleurandroides,3
Phyllota remota,963
Pickeringia montana,17009
Piliostigma malabaricum,238
Piptadenia adiantoides,155
Piptadenia flava,1379
Piptadenia gonoacantha,142
Piptadenia obliqua,1054
Piptadenia paniculata,2830
Piptadenia stipulacea,328
Piptadenia viridiflora,263
Piptanthus concolor,1073
Piptanthus nepalensis,440
Piscidia grandifolia,471
Piscidia piscipula,48
Pisum abyssinicum,7255
Pisum sativum,12958
Pithecellobium diversifolium,349
Pithecellobium dulce,8206
Pithecellobium lanceolatum,680
Pithecellobium platycarpum,399
Pithecellobium unguis-cati,1467
Plathymenia foliolosa,95
Platycyamus regnellii,80
Platylobium formosum,175
Platylobium obtusangulum,10
Platymiscium floribundum,200
Platymiscium pinnatum,423
Platymiscium stipulare,67
Platymiscium trinitatis,1437
Platypodium elegans,30528
Podalyria biflora,189
Podalyria burchellii,102
Podalyria calyptrata,65
Podalyria canescens,1057
Podalyria cordata,1556
Podalyria glauca,2573
Podalyria myrtillifolia,20
Podalyria sericea,850
Podalyria velutina,888
Podolobium ilicifolium,60
Poecilanthe amazonica,3434
Poecilanthe falcata,640
Poecilanthe hostmannii,32
Poecilanthe parviflora,1226
Poecilanthe ulei,171
Poiretia punctata,2095
Poitea punicea,108
Pongamia pinnata,2653
Priestleya hirsuta,1041
Priestleya tomentosa,2202
Priestleya vestita,353
Prosopis affinis,5234
Prosopis africana,9432
Prosopis alba,47959
Prosopis articulata,2839
Prosopis chilensis,3892
Prosopis cineraria,2648
Prosopis farcta,2496
Prosopis ferox,3164
Prosopis flexuosa,3305
Prosopis glandulosa,2853
Prosopis juliflora,2513
Prosopis kuntzei,2493
Prosopis laevigata,3271
Prosopis nigra,12670
Prosopis pallida,4408
Prosopis pubescens,5042
Prosopis ruscifolia,2509
Prosopis tamarugo,2496
Prosopis velutina,3317
Pseudarthria hookeri,675
Pseudarthria viscida,70
Pseudeminia comosa,256
Pseudopiptadenia contorta,699
Pseudopiptadenia psilostachya,80
Pseudovigna argentea,735
Psophocarpus lancifolius,465
Psophocarpus lukafuensis,383
Psophocarpus palustris,3032
Psophocarpus scandens,1067
Psophocarpus tetragonolobus,467
Psoralea aculeata,1722
Psoralea adscendens,708
Psoralea affinis,3286
Psoralea alata,3209
Psoralea aphylla,848
Psoralea asarina,535
Psoralea ensifolia,556
Psoralea eriantha,703
Psoralea imbricata,1325
Psoralea laxa,1563
Psoralea martinii,706
Psoralea monophylla,677
Psoralea oligophylla,542
Psoralea parva,2812
Psoralea patens,2013
Psoralea pinnata,2834
Psoralea repens,3974
Psoralea restioides,526
Psoralea tenax,1294
Psoralea verrucosa,1790
Psorothamnus arborescens,989
Psorothamnus emoryi,72
Psorothamnus fremontii,84
Psorothamnus schottii,81
Psorothamnus scoparius,345
Psorothamnus spinosus,617
Pterocarpus acapulcensis,919
Pterocarpus amazonum,936
Pterocarpus angolensis,1322
Pterocarpus antunesii,906
Pterocarpus brenanii,913
Pterocarpus echinatus,1031
Pterocarpus indicus,4793
Pterocarpus macrocarpus,998
Pterocarpus marsupium,945
Pterocarpus officinalis,11104
Pterocarpus osun,2550
Pterocarpus rohrii,901
Pterocarpus rotundifolius,985
Pterocarpus santalinoides,900
Pterocarpus santalinus,905
Pterocarpus soyauxii,915
Pterodon abruptus,235
Pterodon emarginatus,350
Pterogyne nitens,952
Pterolobium stellatum,138
Ptycholobium biflorum,21
Ptycholobium contortum,39
Ptycholobium plicatum,62
Pueraria montana,18024
Pueraria phaseoloides,1172
Pueraria stricta,1914
Pueraria tuberosa,2650
Pueraria wallichii,1474
Pultenaea acerosa,146
Pultenaea altissima,1070
Pultenaea blakelyi,59
Pultenaea capitellata,76
Pultenaea daphnoides,78
Pultenaea densifolia,69
Pultenaea elliptica,821
Pultenaea flexilis,217
Pultenaea foliolosa,87
Pultenaea involucrata,445
Pultenaea largiflorens,61
Pultenaea laxiflora,304
Pultenaea microphylla,736
Pultenaea myrtoides,79
Pultenaea ochreata,77
Pultenaea paleacea,126
Pultenaea procumbens,1218
Pultenaea prostrata,515
Pultenaea reticulata,3944
Pultenaea retusa,457
Pultenaea scabra,924
Pultenaea stipularis,108
Pultenaea tenuifolia,725
Pultenaea teretifolia,69
Pultenaea verruculosa,98
Pultenaea villosa,1298
Pycnospora lutescens,253
Rafnia amplexicaulis,188
Rafnia angulata,893
Rafnia axillaris,515
Rafnia capensis,2385
Rafnia crassifolia,561
Rafnia cuneifolia,157
Rafnia diffusa,1168
Rafnia elliptica,784
Rafnia opposita,279
Rafnia ovata,1366
Rafnia racemosa,1925
Rafnia triflora,112
Ramirezella strobilophora,2
Requienia pseudosphaerosperma,1
Requienia sphaerosperma,18
Retama monosperma,746
Retama raetam,376
Retama sphaerocarpa,467
Rhynchosia acuminatissima,274
Rhynchosia adenodes,232
Rhynchosia albissima,237
Rhynchosia angulosa,279
Rhynchosia aurea,4387
Rhynchosia buchananii,329
Rhynchosia capensis,2610
Rhynchosia caribaea,913
Rhynchosia ciliata,1403
Rhynchosia clivorum,236
Rhynchosia confusa,765
Rhynchosia cooperi,440
Rhynchosia densiflora,1244
Rhynchosia divaricata,991
Rhynchosia diversifolia,1079
Rhynchosia fleckii,233
Rhynchosia goetzei,268
Rhynchosia harveyi,1590
Rhynchosia himalensis,239
Rhynchosia hirsuta,1268
Rhynchosia holosericea,324
Rhynchosia holstii,326
Rhynchosia insignis,1073
Rhynchosia jacottetii,231
Rhynchosia komatiensis,231
Rhynchosia luteola,607
Rhynchosia minima,4927
Rhynchosia monophylla,382
Rhynchosia namaensis,235
Rhynchosia nervosa,17823
Rhynchosia nitens,1182
Rhynchosia nyasica,247
Rhynchosia pentheri,237
Rhynchosia phaseoloides,373
Rhynchosia procurrens,240
Rhynchosia pseudo-cajan,58807
Rhynchosia pulverulenta,335
Rhynchosia pyramidalis,548
Rhynchosia reniformis,602
Rhynchosia reptabunda,231
Rhynchosia resinosa,594
Rhynchosia reticulata,4134
Rhynchosia rothii,264
Rhynchosia rufescens,1206
Rhynchosia schimperi,391
Rhynchosia senna,5465
Rhynchosia sordida,570
Rhynchosia stipata,243
Rhynchosia suaveolens,1200
Rhynchosia sublobata,251
Rhynchosia thorncroftii,232
Rhynchosia tomentosa,2429
Rhynchosia totta,425
Rhynchosia tricuspidata,620
Rhynchosia velutina,1099
Rhynchosia villosa,1489
Rhynchosia volubilis,886
Riedeliella graciliflora,35
Robinia hispida,2573
Robinia pseudoacacia,1260
Robinia viscosa,2103
Robynsiophyton vanderystii,7
Rothia hirsuta,1354
Rothia indica,18092
Samanea inopinata,352
Saraca asoca,346
Schizolobium parahyba,469
Schleinitzia fosbergii,26
Schleinitzia insularum,248
Schotia brachypetala,39
Schotia capitata,3256
Schotia latifolia,2641
Sclerolobium albiflorum,75
Sclerolobium aureum,484
Sclerolobium chrysophyllum,466
Sclerolobium densiflorum,156
Sclerolobium eriopetalum,46
Sclerolobium hypoleucum,71
Sclerolobium melanocarpum,53
Sclerolobium melinonii,58
Sclerolobium odoratissimum,166
Sclerolobium pilgerianum,48
Sclerolobium rugosum,265
Scorodophloeus zenkeri,120
Scorpiurus muricatus,124
Scorpiurus vermiculatus,87
Securigera cretica,527
Securigera orientalis,7237
Securigera securidaca,229
Securigera varia,6669
Senna aculeata,6431
Senna alexandrina,7298
Senna aphylla,5560
Senna appendiculata,5452
Senna auriculata,5850
Senna aversiflora,5236
Senna bacillaris,5417
Senna barclayana,5266
Senna bauhinioides,5263
Senna bicapsularis,5244
Senna cana,10961
Senna candolleana,5302
Senna chrysocarpa,5255
Senna corymbosa,5661
Senna covesii,5236
Senna cumingii,5549
Senna didymobotrya,5251
Senna floribunda,6020
Senna fruticosa,6410
Senna galegifolia,5248
Senna gardneri,5513
Senna holosericea,5328
Senna italica,12284
Senna latifolia,7847
Senna lindheimeriana,5236
Senna marilandica,5280
Senna montana,22240
Senna multiglandulosa,5261
Senna multijuga,5360
Senna nitida,6150
Senna obtusifolia,5681
Senna occidentalis,9896
Senna oxyphylla,5457
Senna pallida,7203
Senna pendula,6827
Senna petersiana,5268
Senna pilifera,5310
Senna pinheiroi,5241
Senna polyantha,5415
Senna quinquangulata,5238
Senna racemosa,7150
Senna reniformis,5606
Senna reticulata,9118
Senna septemtrionalis,5237
Senna silvestris,8852
Senna singueana,5258
Senna sophera,5279
Senna spectabilis,6262
Senna splendida,5424
Senna sulfurea,5280
Senna surattensis,5265
Senna tapajozensis,5237
Senna tora,7567
Senna uniflora,5955
Senna velutina,6101
Senna wislizeni,5258
Serianthes myriadenia,68
Sesbania benthamiana,3230
Sesbania bispinosa,1572
Sesbania cannabina,1564
Sesbania cinerascens,1628
Sesbania coerulescens,1673
Sesbania concolor,2475
Sesbania drummondii,1663
Sesbania emerus,1417
Sesbania erubescens,1510
Sesbania exasperata,1547
Sesbania formosa,5959
Sesbania goetzei,1444
Sesbania grandiflora,3035
Sesbania greenwayi,1436
Sesbania herbacea,1869
Sesbania javanica,3789
Sesbania leptocarpa,1434
Sesbania longifolia,3272
Sesbania macrantha,1577
Sesbania macroptera,1569
Sesbania microphylla,2102
Sesbania pachycarpa,1486
Sesbania punicea,1483
Sesbania rostrata,2284
Sesbania sericea,2236
Sesbania sesban,1423
Sesbania speciosa,3707
Sesbania sphaerosperma,1426
Sesbania tetraptera,1721
Sesbania tomentosa,3605
Sesbania transvaalensis,1549
Sesbania virgata,1860
Shuteria involucrata,408
Sindora siamensis,984
Sindora supa,937
Sindora tonkinensis,429
Smirnowia turkestana,14
Smithia bigemina,502
Smithia blanda,507
Smithia capitata,3247
Smithia ciliata,1194
Smithia conferta,198
Smithia erubescens,125
Smithia gracilis,6768
Smithia hirsuta,1059
Smithia purpurea,3566
Smithia pycnantha,68
Smithia salsuginea,88
Smithia sensitiva,103
Smithia setulosa,56
Sophora albescens,1733
Sophora alopecuroides,1632
Sophora arizonica,1705
Sophora chrysophylla,1560
Sophora davidii,1803
Sophora flavescens,2924
Sophora gypsophila,1976
Sophora howinsula,1511
Sophora inhambanensis,1512
Sophora microphylla,2186
Sophora mollis,2550
Sophora moorcroftiana,1544
Sophora nuttalliana,1537
Sophora prostrata,1982
Sophora secundiflora,1553
Sophora tetraptera,1812
Sophora tomentosa,3678
Sophora velutina,2377
Spartium junceum,182
Spatholobus harmandii,142
Spatholobus parviflorus,214
Sphaerolobium alatum,126
Sphaerolobium grandiflorum,1509
Sphaerolobium medium,218369
Sphaerophysa salsula,35
Sphenostylis angustifolia,3841
Sphenostylis marginata,1596
Sphenostylis stenocarpa,281
Sphinga platyloba,54
Stahlia monosperma,420
Strongylodon lucidus,280
Strongylodon macrobotrys,37
Strongylodon ruber,1844
Strophostyles leiosperma,15
Strophostyles umbellata,811
Stryphnodendron adstringens,356
Stryphnodendron guianense,349
Stryphnodendron microstachyum,304
Stryphnodendron paniculatum,734
Stryphnodendron polystachyum,325
Stryphnodendron pulcherrimum,355
Stryphnodendron racemiferum,302
Stylosanthes angustifolia,4388
Stylosanthes bahiensis,956
Stylosanthes biflora,955
Stylosanthes bracteata,1202
Stylosanthes calcicola,954
Stylosanthes capitata,3968
Stylosanthes debilis,1062
Stylosanthes erecta,2297
Stylosanthes fruticosa,1955
Stylosanthes guianensis,1903
Stylosanthes hamata,992
Stylosanthes humilis,1617
Stylosanthes leiocarpa,917
Stylosanthes macrocarpa,1907
Stylosanthes macrocephala,1148
Stylosanthes mexicana,37999
Stylosanthes montevidensis,885
Stylosanthes nervosa,18378
Stylosanthes ruellioides,790
Stylosanthes scabra,1605
Stylosanthes subsericea,805
Stylosanthes sympodialis,909
Stylosanthes tomentosa,2984
Stylosanthes tuberculata,1598
Stylosanthes viscosa,1649
Styphnolobium japonicum,7838
Sutherlandia frutescens,1972
Sutherlandia microphylla,835
Sutherlandia montana,17147
Swainsona burkittii,66
Swainsona campylantha,61
Swainsona canescens,1090
Swainsona fissimontana,61
Swainsona flavicarinata,61
Swainsona formosa,4593
Swainsona forrestii,203
Swainsona galegifolia,64
Swainsona greyana,61
Swainsona incei,71
Swainsona kingii,199
Swainsona leeana,91
Swainsona lessertiifolia,61
Swainsona maccullochiana,61
Swainsona microphylla,756
Swainsona oroboides,86
Swainsona phacoides,68
Swainsona procumbens,1239
Swainsona pterostylis,105
Swainsona rigida,989
Swainsona stipularis,128
Swainsona swainsonioides,61
Swartzia acutifolia,434
Swartzia apetala,442
Swartzia arborescens,1222
Swartzia auriculata,898
Swartzia bahiensis,421
Swartzia bannia,253
Swartzia benthamiana,2072
Swartzia brachyrachis,254
Swartzia caribaea,937
Swartzia corrugata,525
Swartzia cuspidata,832
Swartzia flaemingii,253
Swartzia glazioviana,317
Swartzia grandifolia,678
Swartzia guianensis,1537
Swartzia jenmanii,260
Swartzia laevicarpa,260
Swartzia langsdorffii,551
Swartzia latifolia,2865
Swartzia laurifolia,466
Swartzia laxiflora,516
Swartzia leiocalycina,259
Swartzia leptopetala,267
Swartzia longistipitata,273
Swartzia macrostachya,349
Swartzia myrtifolia,388
Swartzia oblanceolata,275
Swartzia oriximinaensis,254
Swartzia panacoco,253
Swartzia pinnata,2567
Swartzia polyphylla,753
Swartzia recurva,344
Swartzia reticulata,4156
Swartzia schomburgkii,322
Swartzia sericea,1083
Swartzia simplex,34163
Swartzia tomentifera,256
Swartzia trinitensis,261
Swartzia ulei,399
Sweetia fruticosa,1189
Syrmatium cytisoides,30
Syrmatium decumbens,850
Tachigali cavipes,116
Tachigali macrostachya,206
Tachigali multijuga,263
Tachigali myrmecophila,153
Tachigali myrmecophila,153
Tachigali paniculata,2797
Tachigali rusbyi,128
Tachigali venusta,376
Tachigali versicolor,3751
Tadehagi triquetrum,261
Tamarindus indica,17807
Taralea cordata,1546
Taralea oppositifolia,231
Taverniera cuneifolia,171
Taverniera lappacea,74
Templetonia retusa,426
Templetonia sulcata,529
Tephrosia acaciifolia,725
Tephrosia adunca,806
Tephrosia aequilata,723
Tephrosia apollinea,725
Tephrosia brachyodon,732
Tephrosia bracteolata,775
Tephrosia burchellii,806
Tephrosia candida,46384
Tephrosia capensis,3103
Tephrosia cephalantha,729
Tephrosia chimanimaniana,725
Tephrosia cinerea,6949
Tephrosia cordata,2260
Tephrosia coronilloides,723
Tephrosia dasyphylla,753
Tephrosia decora,906
Tephrosia dietrichiae,722
Tephrosia dregeana,761
Tephrosia elata,1751
Tephrosia elongata,1968
Tephrosia euchroa,723
Tephrosia falciformis,903
Tephrosia festina,849
Tephrosia filipes,777
Tephrosia flagellaris,770
Tephrosia forbesii,898
Tephrosia glomeruliflora,724
Tephrosia grandibracteata,744
Tephrosia grandiflora,2582
Tephrosia heckmanniana,724
Tephrosia hookeriana,821
Tephrosia juncea,4537
Tephrosia linearis,1640
Tephrosia longipes,1622
Tephrosia lupinifolia,722
Tephrosia macropoda,779
Tephrosia maxima,8218
Tephrosia micrantha,1424
Tephrosia montana,17728
Tephrosia multijuga,879
Tephrosia natalensis,1646
Tephrosia nitens,1673
Tephrosia noctiflora,748
Tephrosia obovata,1353
Tephrosia pallens,1341
Tephrosia paniculata,3411
Tephrosia polystachya,1123
Tephrosia praecana,722
Tephrosia pumila,2001
Tephrosia purpurea,4103
Tephrosia radicans,1092
Tephrosia remotiflora,736
Tephrosia reptans,1139
Tephrosia rhodesica,723
Tephrosia rigida,1649
Tephrosia rosea,3656
Tephrosia rufula,765
Tephrosia rupicola,914
Tephrosia semiglabra,727
Tephrosia senna,5956
Tephrosia sessiliflora,845
Tephrosia shiluwanensis,722
Tephrosia sinapou,722
Tephrosia sphaerospora,829
Tephrosia spicata,1858
Tephrosia stormsii,722
Tephrosia strigosa,1031
Tephrosia subtriflora,725
Tephrosia subulata,968
Tephrosia supina,963
Tephrosia tinctoria,1768
Tephrosia uniflora,1447
Tephrosia vestita,1071
Tephrosia vicioides,725
Tephrosia villosa,1952
Tephrosia virgata,1236
Tephrosia virginiana,1979
Tephrosia vogelii,896
Teramnus labialis,616
Teramnus repens,3473
Teramnus uncinatus,134
Teramnus volubilis,691
Tetraberlinia bifoliolata,19
Tetraberlinia moreliana,19
Teyleria koordersii,9
Thermopsis barbata,964
Thermopsis inflata,655
Thermopsis lanceolata,2210
Thermopsis lupinoides,137
Thermopsis macrophylla,1972
Thermopsis montana,17137
Thermopsis villosa,1393
Thylacanthus ferrugineus,999
Tibetia himalaica,64
Tipuana tipu,1201
Trifolium affine,23139
Trifolium africanum,4601
Trifolium albopurpureum,4030
Trifolium alexandrinum,4078
Trifolium alpestre,4127
Trifolium alpinum,4322
Trifolium amabile,5440
Trifolium ambiguum,4161
Trifolium angustifolium,4765
Trifolium apertum,4042
Trifolium argutum,4036
Trifolium arvense,5107
Trifolium aureum,4466
Trifolium baccarinii,4032
Trifolium badium,4053
Trifolium barbigerum,4035
Trifolium beckwithii,4030
Trifolium bejariense,4030
Trifolium bifidum,4833
Trifolium bocconei,4041
Trifolium boissieri,4116
Trifolium burchellianum,4030
Trifolium campestre,4331
Trifolium canescens,5068
Trifolium carolinianum,4124
Trifolium cernuum,4148
Trifolium cheranganiense,4030
Trifolium cherleri,4030
Trifolium ciliolatum,4035
Trifolium clusii,4074
Trifolium clypeatum,4040
Trifolium cryptopodium,4030
Trifolium cyathiferum,4030
Trifolium dalmaticum,4042
Trifolium dasyphyllum,4073
Trifolium dasyurum,4030
Trifolium decorum,4602
Trifolium depauperatum,4034
Trifolium dichotomum,4066
Trifolium diffusum,4262
Trifolium dubium,4363
Trifolium echinatum,4056
Trifolium fragiferum,4030
Trifolium fucatum,4030
Trifolium glanduliferum,4046
Trifolium globosum,4541
Trifolium glomeratum,4082
Trifolium gracilentum,4037
Trifolium grandiflorum,5528
Trifolium haydenii,4040
Trifolium heldreichianum,4030
Trifolium hirtum,4353
Trifolium hybridum,4226
Trifolium incarnatum,4155
Trifolium isthmocarpum,4030
Trifolium kingii,4168
Trifolium lanceolatum,4377
Trifolium lappaceum,4389
Trifolium leucanthum,4066
Trifolium ligusticum,4431
Trifolium longipes,4930
Trifolium lupinaster,4033
Trifolium masaiense,4030
Trifolium mattirolianum,4030
Trifolium medium,222359
Trifolium michelianum,4031
Trifolium micranthum,4209
Trifolium microcephalum,4072
Trifolium microdon,4219
Trifolium miegeanum,4030
Trifolium mucronatum,4135
Trifolium nanum,4165
Trifolium nigrescens,4780
Trifolium obscurum,4112
Trifolium oliganthum,4043
Trifolium ornithopodioides,4039
Trifolium palaestinum,4061
Trifolium pallescens,4261
Trifolium pallidum,6953
Trifolium pannonicum,4054
Trifolium parryi,4108
Trifolium patens,5517
Trifolium pauciflorum,4126
Trifolium physodes,4196
Trifolium plebeium,4039
Trifolium polymorphum,4114
Trifolium polyphyllum,4095
Trifolium polystachyum,4054
Trifolium pratense,4528
Trifolium pseudostriatum,4030
Trifolium quartinianum,4034
Trifolium reflexum,4068
Trifolium repens,6098
Trifolium resupinatum,4034
Trifolium retusum,4053
Trifolium rubens,19496
Trifolium rueppellianum,4030
Trifolium scabrum,4215
Trifolium scutatum,4077
Trifolium semipilosum,4030
Trifolium simense,4031
Trifolium somalense,4040
Trifolium spadiceum,4038
Trifolium spumosum,4035
Trifolium squamosum,4074
Trifolium squarrosum,4132
Trifolium stellatum,4148
Trifolium steudneri,4056
Trifolium stoloniferum,4134
Trifolium striatum,15522
Trifolium strictum,4244
Trifolium subterraneum,4125
Trifolium suffocatum,4031
Trifolium sylvaticum,4210
Trifolium tembense,4030
Trifolium thalii,4030
Trifolium tomentosum,4331
Trifolium tumens,4033
Trifolium uniflorum,4320
Trifolium usambarense,4049
Trifolium variegatum,4450
Trifolium vernum,4092
Trifolium vesiculosum,4056
Trifolium willdenovii,4044
Trifolium wormskioldii,4033
Trigonella anguina,2038
Trigonella arabica,9084
Trigonella balansae,2128
Trigonella berythea,1846
Trigonella caelesyriaca,1846
Trigonella caerulea,2755
Trigonella calliceras,1846
Trigonella cretica,2314
Trigonella cylindracea,2244
Trigonella emodi,2358
Trigonella geminiflora,1867
Trigonella glabra,4313
Trigonella gladiata,1993
Trigonella gracilis,8588
Trigonella occulta,2372
Trigonella spruneriana,1846
Trigonella stellata,2289
Trigonella suavissima,1869
Trigonella verae,1908
Tripodion tetraphyllum,20
Tylosema esculentum,4977
Tylosema fassoglensis,67
Ulex europaeus,1772
Ulex gallii,450
Uraria crinita,268
Uraria cylindracea,476
Uraria lagopodioides,75
Uraria lagopus,1147
Uraria picta,1094
Uraria rufescens,1052
Vandasina retusa,416
Vatairea erythrocarpa,117
Vatairea guianensis,1327
Vatairea heteroptera,8184
Vatairea paraensis,206
Vataireopsis araroba,14
Vavilovia formosa,4626
Vicia acutifolia,6973
Vicia americana,38560
Vicia amoena,7009
Vicia amurensis,7616
Vicia articulata,7140
Vicia bakeri,7315
Vicia benghalensis,7204
Vicia biennis,7102
Vicia bithynica,6804
Vicia bungei,6957
Vicia caroliniana,7144
Vicia cassubica,6792
Vicia cracca,6806
Vicia disperma,6819
Vicia dumetorum,6950
Vicia ervilia,6803
Vicia faba,10039
Vicia floridana,7208
Vicia fulgens,7311
Vicia graminea,6980
Vicia grandiflora,8645
Vicia hirsuta,7809
Vicia hybrida,8833
Vicia hyrcanica,6801
Vicia lathyroides,6831
Vicia linearifolia,6866
Vicia ludoviciana,6974
Vicia lutea,9386
Vicia melanops,6971
Vicia minutiflora,6909
Vicia monantha,6817
Vicia montevidensis,6890
Vicia nana,27959
Vicia narbonensis,6864
Vicia nipponica,11301
Vicia ochroleuca,6977
Vicia palaestina,7164
Vicia pallida,8759
Vicia pannonica,7649
Vicia parviflora,7997
Vicia peregrina,8517
Vicia pisiformis,6943
Vicia pseudo-orobus,63426
Vicia pseudorobus,6791
Vicia pubescens,9350
Vicia pulchella,7376
Vicia ramuliflora,6794
Vicia rigidula,6858
Vicia sativa,39217
Vicia sepium,7398
Vicia serratifolia,6912
Vicia sicula,7273
Vicia sylvatica,9453
Vicia tenuifolia,7467
Vicia tetrasperma,6952
Vicia unijuga,6802
Vicia venosa,9385
Vicia villosa,7825
Vigna aconitifolia,12596
Vigna adenantha,12603
Vigna angularis,12861
Vigna candida,58280
Vigna caracalla,12907
Vigna comosa,12838
Vigna dalzelliana,12585
Vigna desmodioides,12584
Vigna frutescens,14538
Vigna gazensis,12591
Vigna glabrescens,12764
Vigna hosei,13063
Vigna juncea,16390
Vigna khandalensis,12584
Vigna lanceolata,14692
Vigna lasiocarpa,12762
Vigna linearis,13503
Vigna longifolia,14447
Vigna luteola,12944
Vigna marina,219012
Vigna minima,17306
Vigna monophylla,12734
Vigna multinervis,12618
Vigna mungo,13726
Vigna nakashimae,12584
Vigna oblongifolia,12870
Vigna parkeri,12949
Vigna peduncularis,12675
Vigna pygmaea,13093
Vigna radiata,16858
Vigna reflexopilosa,12584
Vigna stenophylla,12752
Vigna subterranea,12977
Vigna trilobata,12881
Vigna triphylla,12784
Vigna umbellata,13224
Vigna unguiculata,12732
Viminaria juncea,3815
Virgilia divaricata,1069
Virgilia oroboides,338
Vouacapoua americana,31778
Vouacapoua macropetala,42
Vouacapoua pallidior,46
Wallaceodendron celebicum,111
Wiborgia humilis,946
Wiborgia incurvata,77
Wiborgia monoptera,11
Wiborgia mucronata,723
Wiborgia obcordata,38
Wisteria brachybotrys,367
Wisteria floribunda,986
Wisteria frutescens,2305
Wisteria sinensis,15395
Wisteria villosa,1610
Xanthocercis madagascariensis,940
Xerocladia viridiramis,6
Xeroderris stuhlmannii,77
Xylia torreana,92
Xylia xylocarpa,142
Zapoteca formosa,4639
Zenkerella citrina,295
Zollernia glabra,2488
Zollernia ilicifolia,299
Zollernia paraensis,162
Zornia brasiliensis,8143
Zornia capensis,2445
Zornia curvata,252
Zornia diphylla,132
Zornia gibbosa,288
Zornia glabra,2532
Zornia herbacea,531
Zornia linearis,984
Zornia milneana,66
Zornia pratensis,1348
Zornia reticulata,3967
Zygia cataractae,218
Zygia cauliflora,421
Zygia inaequalis,942
Zygia juruana,108
Zygia latifolia,2711
Zygia longifolia,1964
Zygia selloi,159
